P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
DLR,2020-02-18,133.2,2020-08-07,145.45,2020-02-26,130.38,OPEN,-2.12,-67.0,5.0,-23.0
DLR,2020-02-18,133.2,2020-10-21,146.83,2020-02-26,130.38,OPEN,-2.12,-67.0,3.0,-21.0
NKE,2020-02-18,102.0,2020-09-21,113.68,2020-02-26,92.0,OPEN,-9.8,-309.0,4.0,-86.0
HAL,2020-02-18,21.86,2020-11-19,26.08,2020-02-26,18.4,OPEN,-15.83,-499.0,3.0,-82.0
ASX-AGL,2020-02-19,21.06,2020-11-17,22.44,2020-02-27,19.5,OPEN,-7.41,-233.0,3.0,-113.0
ASX-IVC,2020-02-19,13.06,2020-12-20,14.71,2020-02-26,14.71,CLOSED,12.63,455.0,2.0,100.0
ASX-IVC,2020-02-19,13.06,2020-12-20,14.71,2020-02-26,14.71,CLOSED,12.63,455.0,2.0,100.0
2588.HK,2020-02-19,76.1,2020-07-17,89.52,2020-02-26,70.75,OPEN,-7.03,-253.0,5.0,-40.0
2588.HK,2020-02-19,76.1,2020-07-20,87.0,2020-02-26,70.75,OPEN,-7.03,-253.0,5.0,-49.0
0435.HK,2020-02-19,4.96,2020-08-07,5.44,2020-02-26,4.76,OPEN,-4.03,-145.0,4.0,-42.0
2588.HK,2020-02-19,76.1,2020-04-15,82.23,2020-02-26,70.75,OPEN,-7.03,-253.0,12.0,-87.0
0435.HK,2020-02-19,4.96,2020-10-03,5.48,2020-02-26,4.76,OPEN,-4.03,-145.0,3.0,-38.0
ASX-VCX,2020-02-20,2.38,2020-12-11,2.81,2020-02-27,2.26,OPEN,-5.04,-181.0,2.0,-28.0
ASX-VCX,2020-02-20,2.38,2020-12-11,2.68,2020-02-27,2.26,OPEN,-5.04,-181.0,2.0,-40.0
0435.HK,2020-02-20,4.98,2020-08-08,5.46,2020-02-26,4.76,OPEN,-4.42,-186.0,4.0,-46.0
0435.HK,2020-02-20,4.98,2020-10-04,5.5,2020-02-26,4.76,OPEN,-4.42,-186.0,3.0,-42.0
0753.HK,2020-02-20,6.98,2021-02-11,9.25,2020-02-26,6.38,OPEN,-8.6,-361.0,2.0,-26.0
3898.HK,2020-02-20,31.0,2020-11-29,41.29,2020-02-26,28.95,OPEN,-6.61,-278.0,2.0,-20.0
MCD,2020-02-20,215.08,2020-12-19,245.84,2020-02-26,210.1,OPEN,-2.32,-97.0,2.0,-16.0
MCD,2020-02-20,215.08,2020-10-17,229.88,2020-02-26,210.1,OPEN,-2.32,-97.0,2.0,-34.0
MCD,2020-02-20,215.08,2020-05-03,225.66,2020-02-26,210.1,OPEN,-2.32,-97.0,8.0,-47.0
1211.HK,2020-02-24,50.1,2020-06-24,51.43,2020-02-24,51.43,CLOSED,2.65,inf,0.0,100.0
0002.HK,2020-02-25,82.25,2020-11-28,96.32,2020-02-26,82.25,OPEN,0.0,,0.0,0.0
0857.HK,2020-02-25,3.19,2020-11-20,5.09,2020-02-26,3.16,OPEN,-0.94,-inf,0.0,-2.0
0002.HK,2020-02-25,82.25,2020-07-21,86.95,2020-02-26,82.25,OPEN,0.0,,0.0,0.0
ASX-IVC,2020-02-26,14.48,2020-09-25,15.75,2020-02-27,15.75,CLOSED,8.77,inf,0.0,100.0
ASX-IVC,2020-02-26,14.48,2020-09-25,15.75,2020-02-27,15.75,CLOSED,8.77,inf,0.0,100.0
0066.HK,2020-02-26,43.8,2021-02-02,53.45,2020-02-26,43.8,OPEN,0.0,,0.0,0.0
